Sensor n. 01  Type: Barometer[161]  s/n:18104414  Batt:100%
Sensor n. 02  Type: AquaTR100[10]  s/n:630411  Batt:88%
Sensor n. 03  Type: AquaTR100[10]  s/n:630415  Batt:88%
Sensor n. 04  Type: AquaTR100[10]  s/n:630427  Batt:89%
Record n,Date,Time,Sensor n,Pressure(mBar)[2:21],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129],Sensor n,Actual Conduct.(uS/cm)[9:65],Temperature(°C)[1:1],Specific Conduct.(uS/cm)[10:65],Salinity(PSU)[12:97],Tot Diss. Solids(ppt)[13:114],Resistivity(ohm*cm)[11:81],Density of Water(g/cm3)[14:129]
6194,03/06/2019,12:30,01,1021.800,02,35987.996,12.846,46867.632,30.318,30.464,27.787,1.023,03,35559.912,11.244,48231.892,31.142,31.351,28.122,1.024,04,34504.400,10.828,47310.720,30.439,30.752,28.982,1.023
6195,03/06/2019,13:00,01,1021.600,02,36173.952,13.121,46790.040,30.286,30.414,27.644,1.023,03,35570.940,11.129,48392.076,31.245,31.455,28.113,1.024,04,34379.136,10.797,47176.952,30.340,30.665,29.087,1.023
6196,03/06/2019,13:30,01,1021.500,02,36149.620,13.157,46717.244,30.237,30.366,27.663,1.023,03,35600.752,11.014,48577.180,31.365,31.575,28.089,1.024,04,34462.548,10.676,47442.220,30.516,30.837,29.017,1.023
6197,03/06/2019,14:00,01,1021.500,02,36064.032,12.722,47112.204,30.483,30.623,27.728,1.023,03,35593.464,11.106,48451.840,31.285,31.494,28.095,1.024,04,34665.208,10.604,47811.284,30.747,31.055,28.867,1.024
6198,03/06/2019,14:30,01,1021.200,02,35878.776,11.885,47870.280,30.948,31.116,27.872,1.023,03,35464.396,10.766,48706.664,31.430,31.659,28.197,1.024,04,34588.624,10.577,47740.052,30.718,31.031,28.911,1.024
6199,03/06/2019,15:00,01,1021.200,02,36082.064,12.349,47578.692,30.784,30.926,27.715,1.023,03,35529.708,10.864,48670.320,31.415,31.636,28.145,1.024,04,34710.184,10.555,47935.332,30.855,31.158,28.810,1.024
6200,03/06/2019,15:30,01,1021.400,02,35797.392,11.516,48215.120,31.158,31.340,27.935,1.024,03,35571.908,10.821,48783.732,31.492,31.709,28.112,1.024,04,34506.540,10.675,47504.140,30.560,30.878,28.980,1.023
6201,03/06/2019,16:00,01,1021.300,02,36091.796,11.891,48146.824,31.147,31.295,27.707,1.024,03,35585.684,10.848,48767.500,31.483,31.699,28.101,1.024,04,34487.860,10.600,47572.300,30.601,30.922,28.996,1.023
6202,03/06/2019,16:30,01,1021.200,02,35869.396,11.488,48346.872,31.250,31.425,27.879,1.024,03,35661.004,10.835,48887.792,31.568,31.777,28.042,1.024,04,34541.576,10.608,47635.952,30.647,30.963,28.951,1.023
6203,03/06/2019,17:00,01,1021.400,02,35988.564,11.532,48452.044,31.330,31.494,27.787,1.024,03,35688.292,10.876,48872.172,31.561,31.767,28.020,1.024,04,34459.972,10.603,47529.464,30.571,30.894,29.019,1.023
6204,03/06/2019,17:30,01,1021.200,02,36198.332,11.785,48420.296,31.333,31.473,27.626,1.024,03,35649.072,10.802,48913.996,31.583,31.794,28.051,1.024,04,34610.520,10.746,47558.076,30.607,30.913,28.893,1.023
6205,03/06/2019,18:00,01,1021.200,02,36324.736,11.912,48432.140,31.355,31.481,27.529,1.024,03,35823.724,11.001,48897.580,31.593,31.783,27.914,1.024,04,34765.812,10.859,47630.916,30.671,30.960,28.764,1.023
6206,03/06/2019,18:30,01,1021.000,02,36323.152,11.918,48422.544,31.348,31.475,27.531,1.024,03,35873.276,11.090,48852.876,31.571,31.754,27.876,1.024,04,34973.940,10.928,47805.356,30.803,31.073,28.607,1.024
6207,03/06/2019,19:00,01,1020.900,02,35973.620,11.414,48579.400,31.409,31.577,27.798,1.024,03,35838.776,11.077,48822.424,31.548,31.735,27.903,1.024,04,34861.236,10.832,47795.332,30.785,31.067,28.685,1.024
6208,03/06/2019,19:30,01,1020.800,02,36038.676,11.470,48597.516,31.428,31.588,27.748,1.024,03,35859.964,11.146,48763.244,31.513,31.696,27.886,1.024,04,35034.900,10.837,48026.300,30.951,31.217,28.543,1.024
6209,03/06/2019,20:00,01,1020.600,02,36054.916,11.540,48531.980,31.388,31.546,27.735,1.024,03,35913.996,11.313,48626.144,31.432,31.607,27.844,1.024,04,35287.496,11.070,48079.364,31.014,31.252,28.339,1.024
6210,03/06/2019,20:30,01,1021.000,02,35962.284,11.517,48436.312,31.317,31.484,27.807,1.024,03,35977.812,11.435,48558.436,31.397,31.563,27.795,1.024,04,35443.400,11.347,47946.400,30.949,31.166,28.214,1.024
6211,03/06/2019,21:00,01,1021.200,02,36044.016,11.637,48396.940,31.301,31.458,27.744,1.024,03,36058.996,11.635,48419.360,31.317,31.473,27.732,1.024,04,35660.076,11.542,47998.240,31.005,31.199,28.043,1.024
6212,03/06/2019,21:30,01,1021.500,02,36051.064,11.663,48374.056,31.288,31.443,27.738,1.024,03,36114.104,11.673,48445.280,31.340,31.489,27.690,1.024,04,35845.496,11.682,48074.184,31.074,31.248,27.898,1.024
6213,03/06/2019,22:00,01,1021.700,02,36049.564,11.672,48360.580,31.279,31.434,27.740,1.024,03,36117.312,11.678,48444.080,31.340,31.489,27.688,1.024,04,35782.124,11.696,47979.944,31.008,31.187,27.942,1.024
6214,03/06/2019,22:30,01,1021.800,02,36043.096,11.603,48437.596,31.327,31.484,27.745,1.024,03,36081.872,11.599,48494.040,31.367,31.521,27.715,1.024,04,35739.940,11.628,47999.656,31.015,31.200,27.980,1.024
6215,03/06/2019,23:00,01,1021.800,02,36015.264,11.560,48453.176,31.334,31.495,27.766,1.024,03,36068.264,11.547,48540.496,31.395,31.551,27.725,1.024,04,36252.260,11.557,48776.676,31.566,31.705,27.584,1.024
6216,03/06/2019,23:30,01,1021.900,02,35988.528,11.506,48484.452,31.351,31.515,27.787,1.024,03,36000.260,11.460,48558.384,31.399,31.563,27.778,1.024,04,35496.452,11.237,48155.264,31.086,31.301,28.172,1.024
6217,04/06/2019,00:00,01,1021.900,02,35934.624,11.267,48712.152,31.489,31.663,27.828,1.024,03,35892.856,11.172,48775.696,31.524,31.704,27.861,1.024,04,35733.232,10.969,48815.904,31.531,31.730,27.985,1.024
6218,04/06/2019,00:30,01,1021.800,02,35870.688,11.309,48572.200,31.393,31.572,27.878,1.024,03,35894.876,11.137,48821.580,31.554,31.734,27.859,1.024,04,35090.464,10.959,47950.232,30.910,31.168,28.498,1.024
6219,04/06/2019,01:00,01,1021.900,02,35930.696,11.390,48552.372,31.387,31.559,27.831,1.024,03,35934.496,11.302,48667.620,31.461,31.634,27.828,1.024,04,35005.860,10.831,47994.516,30.928,31.196,28.567,1.024
6220,04/06/2019,01:30,01,1021.700,02,35909.784,11.317,48615.204,31.425,31.600,27.848,1.024,03,35874.640,11.077,48870.472,31.582,31.766,27.875,1.024,04,35590.848,10.960,48632.020,31.398,31.611,28.097,1.024
6221,04/06/2019,02:00,01,1021.800,02,35925.576,11.227,48750.156,31.512,31.688,27.835,1.024,03,35755.400,10.777,49091.392,31.707,31.909,27.968,1.024,04,35245.852,10.608,48607.204,31.341,31.595,28.372,1.024
6222,04/06/2019,02:30,01,1021.900,02,35830.876,11.232,48615.232,31.416,31.600,27.909,1.024,03,35668.136,10.679,49097.496,31.701,31.913,28.036,1.024,04,34852.848,10.285,48477.544,31.212,31.510,28.692,1.024
6223,04/06/2019,03:00,01,1022.100,02,35489.076,10.671,48861.520,31.531,31.760,28.178,1.024,03,35399.400,10.346,49157.856,31.705,31.953,28.249,1.024,04,34496.184,10.238,48042.112,30.895,31.227,28.989,1.024
6224,04/06/2019,03:30,01,1022.600,02,35465.692,10.605,48914.264,31.561,31.794,28.196,1.024,03,35430.076,10.326,49227.776,31.753,31.998,28.225,1.024,04,34783.892,10.252,48424.616,31.170,31.476,28.749,1.024
6225,04/06/2019,04:00,01,1022.700,02,35451.172,10.509,49017.972,31.624,31.862,28.208,1.024,03,35424.264,10.352,49185.456,31.726,31.971,28.229,1.024,04,34671.720,10.320,48181.132,31.004,31.318,28.842,1.024
6226,04/06/2019,04:30,01,1022.800,02,35453.192,10.466,49077.532,31.662,31.900,28.206,1.024,03,35510.656,10.459,49166.140,31.725,31.958,28.161,1.024,04,34869.824,10.487,48251.980,31.074,31.364,28.673,1.024
6227,04/06/2019,05:00,01,1022.800,02,35591.624,10.793,48846.580,31.534,31.750,28.097,1.024,03,35665.128,10.858,48863.432,31.553,31.761,28.039,1.024,04,35001.720,10.843,47973.140,30.914,31.183,28.570,1.024
6228,04/06/2019,05:30,01,1023.100,02,35724.252,11.150,48573.856,31.377,31.573,27.992,1.024,03,35815.152,11.265,48552.700,31.374,31.559,27.921,1.024,04,34740.824,11.267,47093.472,30.330,30.611,28.785,1.023
6229,04/06/2019,06:00,01,1023.300,02,35851.416,11.555,48238.700,31.179,31.355,27.893,1.024,03,35909.152,11.595,48267.756,31.204,31.374,27.848,1.024,04,35156.348,11.525,47340.296,30.532,30.771,28.444,1.023
6230,04/06/2019,06:30,01,1023.600,02,35913.408,11.790,48032.940,31.056,31.221,27.845,1.024,03,35975.612,11.815,48085.372,31.096,31.255,27.797,1.024,04,35218.560,11.715,47193.672,30.446,30.676,28.394,1.023
6231,04/06/2019,07:00,01,1023.500,02,35874.816,12.062,47649.844,30.807,30.972,27.875,1.023,03,35842.684,11.688,48063.112,31.067,31.241,27.900,1.024,04,34901.436,11.378,47175.300,30.400,30.664,28.652,1.023
6232,04/06/2019,07:30,01,1023.500,02,35816.496,12.474,47079.704,30.437,30.602,27.920,1.023,03,35821.564,11.605,48137.140,31.112,31.289,27.916,1.024,04,35042.964,11.532,47179.580,30.418,30.667,28.536,1.023
6233,04/06/2019,08:00,01,1023.700,02,35739.764,12.362,47111.720,30.449,30.623,27.980,1.023,03,35902.296,11.791,48016.556,31.044,31.211,27.853,1.024,04,34508.012,11.154,46914.896,30.191,30.495,28.979,1.023
6234,04/06/2019,08:30,01,1023.600,02,35896.912,12.140,47584.964,30.768,30.930,27.858,1.023,03,35805.760,11.595,48128.216,31.104,31.283,27.928,1.024,04,34894.564,11.157,47436.500,30.564,30.834,28.658,1.023
6235,04/06/2019,09:00,01,1023.500,02,35832.996,12.465,47112.480,30.459,30.623,27.907,1.023,03,35832.392,11.588,48172.316,31.135,31.312,27.908,1.024,04,34950.004,11.345,47281.512,30.472,30.733,28.612,1.023
6236,04/06/2019,09:30,01,1023.500,02,35758.500,13.290,46060.872,29.776,29.940,27.965,1.022,03,36113.984,12.824,47057.660,30.452,30.587,27.690,1.023,04,35291.120,11.831,47150.664,30.427,30.648,28.336,1.023
6237,04/06/2019,10:00,01,1023.300,02,35612.672,13.470,45670.124,29.511,29.686,28.080,1.022,03,35851.564,13.131,46353.296,29.973,30.130,27.898,1.022,04,35062.152,12.303,46281.640,29.849,30.083,28.524,1.023
6238,04/06/2019,10:30,01,1023.300,02,35624.312,13.591,45550.632,29.435,29.608,28.071,1.022,03,35654.176,13.153,46081.596,29.780,29.953,28.047,1.022,04,35014.084,12.802,45649.480,29.441,29.672,28.560,1.022
6239,04/06/2019,11:00,01,1023.300,02,35667.660,13.461,45751.456,29.568,29.738,28.037,1.022,03,35725.824,13.113,46220.056,29.876,30.043,27.991,1.022,04,34865.624,12.577,45737.792,29.485,29.730,28.665,1.022
6240,04/06/2019,11:30,01,1023.500,02,35809.244,12.925,46544.196,30.092,30.254,27.926,1.023,03,35726.400,12.332,47129.936,30.460,30.634,27.991,1.023,04,34926.312,11.877,46608.332,30.043,30.295,28.632,1.023
6241,04/06/2019,12:00,01,1023.400,02,35744.136,12.423,47045.184,30.407,30.579,27.977,1.023,03,35643.964,12.039,47371.416,30.605,30.791,28.055,1.023,04,34862.356,11.159,47390.256,30.531,30.804,28.684,1.023
6242,04/06/2019,12:30,01,1023.100,02,35874.236,12.770,46808.704,30.269,30.426,27.875,1.023,03,35562.524,11.648,47736.404,30.829,31.029,28.119,1.023,04,34805.876,10.983,47469.040,30.569,30.855,28.768,1.023
6243,04/06/2019,13:00,01,1022.800,02,35871.076,12.562,47048.004,30.422,30.581,27.878,1.023,03,35608.104,11.448,48044.484,31.029,31.229,28.083,1.024,04,34654.464,10.853,47485.044,30.566,30.865,28.856,1.023
6244,04/06/2019,13:30,01,1022.700,02,36173.136,13.235,46657.380,30.200,30.327,27.645,1.023,03,35538.664,11.127,48350.580,31.215,31.428,28.138,1.024,04,34801.284,10.615,47985.320,30.897,31.190,28.735,1.024
6245,04/06/2019,14:00,01,1022.500,02,36127.748,12.931,46951.072,30.385,30.518,27.680,1.023,03,35498.548,10.927,48548.136,31.335,31.556,28.170,1.024,04,34459.976,10.518,47636.016,30.637,30.963,29.019,1.023
6246,04/06/2019,14:30,01,1022.400,02,35988.828,12.420,47371.524,30.641,30.791,27.786,1.023,03,35731.424,11.515,48127.596,31.096,31.283,27.987,1.024,04,34554.436,10.561,47712.640,30.697,31.013,28.940,1.024
6247,04/06/2019,15:00,01,1022.500,02,36306.244,13.133,46947.244,30.400,30.516,27.543,1.023,03,35568.228,11.028,48515.064,31.322,31.535,28.115,1.024,04,34652.844,10.481,47950.020,30.857,31.168,28.858,1.024
6248,04/06/2019,15:30,01,1022.100,02,36200.488,12.608,47425.372,30.697,30.826,27.624,1.023,03,35472.064,10.694,48808.940,31.496,31.726,28.191,1.024,04,34547.560,10.442,47853.200,30.784,31.105,28.946,1.024
6249,04/06/2019,16:00,01,1021.700,02,36097.316,12.141,47848.972,30.958,31.102,27.703,1.023,03,35520.388,10.713,48851.016,31.528,31.753,28.153,1.024,04,34651.824,10.225,48275.720,31.061,31.379,28.859,1.024
6250,04/06/2019,16:30,01,1021.500,02,35922.784,11.522,48376.124,31.275,31.444,27.837,1.024,03,35553.004,10.700,48913.016,31.571,31.793,28.127,1.024,04,34592.824,10.247,48165.424,30.984,31.308,28.908,1.024
6251,04/06/2019,17:00,01,1021.500,02,35880.048,11.486,48363.604,31.262,31.436,27.871,1.024,03,35488.076,10.457,49136.892,31.703,31.939,28.178,1.024,04,34783.216,10.260,48413.372,31.163,31.469,28.750,1.024
6252,04/06/2019,17:30,01,1021.500,02,35878.984,11.296,48599.416,31.411,31.590,27.871,1.024,03,35760.108,10.893,48949.104,31.618,31.817,27.964,1.024,04,34840.984,10.544,48129.564,30.993,31.284,28.702,1.024
6253,04/06/2019,18:00,01,1021.200,02,36177.252,11.883,48270.400,31.236,31.376,27.642,1.024,03,35796.888,10.908,48979.956,31.642,31.837,27.935,1.024,04,34902.896,10.548,48211.244,31.051,31.337,28.651,1.024
6254,04/06/2019,18:30,01,1021.200,02,36014.624,11.589,48417.132,31.311,31.471,27.767,1.024,03,35669.552,10.678,49101.092,31.703,31.916,28.035,1.024,04,34765.012,10.560,48005.032,30.905,31.203,28.765,1.024
6255,04/06/2019,19:00,01,1021.000,02,36044.388,11.585,48462.000,31.343,31.500,27.744,1.024,03,35750.552,10.807,49045.964,31.678,31.880,27.972,1.024,04,34818.800,10.608,48018.844,30.921,31.212,28.720,1.024
6256,04/06/2019,19:30,01,1021.100,02,35893.596,11.320,48588.932,31.406,31.583,27.860,1.024,03,35783.972,10.889,48987.040,31.645,31.842,27.945,1.024,04,34826.432,10.547,48105.856,30.976,31.269,28.714,1.024
6257,04/06/2019,20:00,01,1020.900,02,35879.512,11.293,48604.480,31.415,31.593,27.871,1.024,03,35755.656,10.898,48936.032,31.610,31.808,27.968,1.024,04,34569.352,10.534,47767.704,30.733,31.049,28.927,1.024
6258,04/06/2019,20:30,01,1020.700,02,35940.872,11.385,48572.152,31.401,31.572,27.823,1.024,03,35860.840,11.091,48833.616,31.557,31.742,27.886,1.024,04,34936.136,10.725,48031.744,30.943,31.221,28.624,1.024
6259,04/06/2019,21:00,01,1020.800,02,35918.004,11.405,48515.892,31.363,31.535,27.841,1.024,03,35919.984,11.311,48636.536,31.440,31.614,27.840,1.024,04,35188.516,11.013,48015.496,30.963,31.210,28.418,1.024
6260,04/06/2019,21:30,01,1020.900,02,35948.916,11.506,48431.312,31.313,31.480,27.817,1.024,03,35986.436,11.425,48583.492,31.413,31.579,27.788,1.024,04,35571.312,11.335,48134.004,31.082,31.287,28.113,1.024
6261,04/06/2019,22:00,01,1021.100,02,36002.912,11.509,48499.864,31.362,31.525,27.776,1.024,03,35983.684,11.425,48579.104,31.410,31.576,27.790,1.024,04,35345.408,11.380,47772.956,30.827,31.052,28.292,1.023
6262,04/06/2019,22:30,01,1021.200,02,35973.860,11.447,48538.804,31.384,31.550,27.798,1.024,03,35986.284,11.404,48609.580,31.430,31.596,27.788,1.024,04,35779.296,11.390,48346.940,31.249,31.434,27.942,1.024
6263,04/06/2019,23:00,01,1021.000,02,35981.856,11.395,48614.200,31.432,31.599,27.792,1.024,03,35931.292,11.327,48631.256,31.437,31.610,27.831,1.024,04,35497.252,11.277,48105.940,31.055,31.269,28.171,1.024
6264,04/06/2019,23:30,01,1020.900,02,35893.672,11.261,48663.720,31.454,31.631,27.860,1.024,03,35874.664,11.179,48741.532,31.501,31.682,27.875,1.024,04,35522.564,11.114,48344.812,31.209,31.424,28.151,1.024
6265,05/06/2019,00:00,01,1020.800,02,35857.496,11.100,48818.532,31.547,31.732,27.888,1.024,03,35786.736,10.986,48867.296,31.570,31.764,27.943,1.024,04,35424.688,10.801,48607.540,31.363,31.595,28.229,1.024
6266,05/06/2019,00:30,01,1020.500,02,35693.448,10.786,48994.876,31.639,31.847,28.016,1.024,03,35583.900,10.669,48994.856,31.626,31.847,28.103,1.024,04,34940.520,10.417,48430.252,31.193,31.480,28.620,1.024
6267,05/06/2019,01:00,01,1020.200,02,35837.588,11.071,48827.732,31.551,31.738,27.904,1.024,03,35658.752,10.594,49195.304,31.761,31.977,28.044,1.024,04,34978.896,10.405,48498.840,31.241,31.524,28.589,1.024
6268,05/06/2019,01:30,01,1020.000,02,35790.136,11.036,48808.316,31.533,31.725,27.941,1.024,03,35653.072,10.719,49025.140,31.653,31.866,28.048,1.024,04,35299.408,10.267,49122.024,31.670,31.929,28.329,1.024
6269,05/06/2019,02:00,01,1020.000,02,35800.716,11.098,48743.060,31.493,31.683,27.932,1.024,03,35654.792,10.722,49024.332,31.653,31.866,28.047,1.024,04,35297.572,10.540,48765.716,31.447,31.698,28.331,1.024
6270,05/06/2019,02:30,01,1020.000,02,35714.456,10.903,48874.340,31.566,31.768,28.000,1.024,03,35520.976,10.456,49184.232,31.737,31.970,28.152,1.024,04,35209.072,10.174,49118.200,31.657,31.927,28.402,1.024
6271,05/06/2019,03:00,01,1020.000,02,35711.076,10.915,48853.632,31.552,31.755,28.003,1.024,03,35436.372,10.283,49291.756,31.794,32.040,28.220,1.024,04,34869.688,9.913,48985.620,31.530,31.841,28.678,1.024
6272,05/06/2019,03:30,01,1019.600,02,35676.908,10.828,48917.944,31.589,31.797,28.029,1.024,03,35277.192,10.109,49298.764,31.778,32.044,28.347,1.024,04,34807.748,9.868,48958.120,31.505,31.823,28.729,1.024
6273,05/06/2019,04:00,01,1019.700,02,35230.036,10.253,49044.216,31.613,31.879,28.385,1.024,03,35115.876,9.833,49436.940,31.843,32.134,28.477,1.025,04,34405.128,9.800,48479.444,31.156,31.512,29.065,1.024
6274,05/06/2019,04:30,01,1019.500,02,35152.916,9.940,49347.892,31.793,32.076,28.447,1.024,03,35112.504,9.843,49419.940,31.832,32.123,28.480,1.025,04,34472.904,9.833,48532.792,31.198,31.546,29.008,1.024
6275,05/06/2019,05:00,01,1019.300,02,35210.828,10.008,49339.284,31.795,32.071,28.400,1.024,03,35214.192,9.972,49391.120,31.828,32.104,28.398,1.024,04,34576.416,9.975,48493.244,31.186,31.521,28.921,1.024
6276,05/06/2019,05:30,01,1019.200,02,35307.224,10.172,49257.784,31.756,32.018,28.323,1.024,03,35297.012,10.193,49215.720,31.729,31.990,28.331,1.024,04,34485.464,10.184,48095.416,30.927,31.262,28.998,1.024
6277,05/06/2019,06:00,01,1019.200,02,35489.440,10.596,48959.180,31.592,31.823,28.177,1.024,03,35514.200,10.655,48916.532,31.568,31.796,28.158,1.024,04,34500.472,10.603,47586.260,30.611,30.931,28.985,1.023
6278,05/06/2019,06:30,01,1019.300,02,35715.292,11.052,48684.984,31.446,31.645,27.999,1.024,03,35705.000,11.084,48630.844,31.411,31.610,28.007,1.024,04,34779.592,11.031,47436.004,30.550,30.833,28.752,1.023
6279,05/06/2019,07:00,01,1019.700,02,35853.036,11.371,48471.076,31.327,31.506,27.892,1.024,03,35819.060,11.362,48436.136,31.301,31.483,27.918,1.024,04,34855.376,11.284,47227.856,30.428,30.698,28.690,1.023
6280,05/06/2019,07:30,01,1019.700,02,35944.284,11.666,48226.620,31.182,31.347,27.821,1.024,03,35852.792,11.577,48213.532,31.164,31.339,27.892,1.024,04,35161.024,11.362,47545.796,30.663,30.905,28.441,1.023
6281,05/06/2019,08:00,01,1019.600,02,35838.856,11.799,47921.832,30.977,31.149,27.903,1.024,03,35656.172,11.293,48301.356,31.197,31.396,28.046,1.024,04,35169.448,11.207,47749.216,30.792,31.037,28.434,1.023
6282,05/06/2019,08:30,01,1019.500,02,35868.328,11.979,47741.860,30.865,31.032,27.880,1.023,03,35781.440,11.420,48313.184,31.219,31.404,27.947,1.024,04,34992.624,11.252,47453.764,30.586,30.845,28.577,1.023
6283,05/06/2019,09:00,01,1019.400,02,35763.108,12.107,47446.916,30.666,30.840,27.962,1.023,03,35812.916,11.476,48285.032,31.205,31.385,27.923,1.024,04,34588.244,11.074,47122.280,30.330,30.629,28.912,1.023
6284,05/06/2019,09:30,01,1019.600,02,35890.564,11.859,47917.904,30.980,31.147,27.862,1.023,03,35736.644,11.328,48366.692,31.248,31.438,27.982,1.024,04,34653.448,10.890,47378.344,30.494,30.796,28.893,1.023
6285,05/06/2019,10:00,01,1019.500,02,35856.736,12.484,47121.864,30.468,30.629,27.889,1.023,03,35863.828,11.855,47886.740,30.957,31.126,27.883,1.023,04,34915.064,11.422,47139.952,30.379,30.641,28.641,1.023
6286,05/06/2019,10:30,01,1019.600,02,35636.636,13.107,46110.632,29.797,29.972,28.061,1.022,03,35815.448,12.623,46903.384,30.324,30.487,27.921,1.023,04,34895.344,11.883,46560.140,30.009,30.264,28.657,1.023
6287,05/06/2019,11:00,01,1019.600,02,35663.236,13.214,46023.816,29.744,29.915,28.040,1.022,03,35764.716,12.681,46769.560,30.233,30.400,27.961,1.023,04,34889.448,12.051,46354.440,29.878,30.130,28.662,1.023
6288,05/06/2019,11:30,01,1019.900,02,35655.376,13.154,46081.572,29.780,29.953,28.046,1.022,03,35738.540,12.894,46487.272,30.049,30.217,27.981,1.023,04,35051.652,12.174,46424.720,29.940,30.176,28.529,1.023
6289,05/06/2019,12:00,01,1019.800,02,35693.000,13.016,46287.544,29.916,30.087,28.017,1.022,03,35768.212,12.783,46654.840,30.160,30.326,27.958,1.023,04,34869.052,12.193,46160.784,29.753,30.005,28.679,1.022
6290,05/06/2019,12:30,01,1020.000,02,35736.472,12.480,46967.640,30.357,30.529,27.983,1.023,03,35642.736,12.245,47122.280,30.446,30.629,28.056,1.023,04,34749.196,11.942,46296.196,29.826,30.093,28.778,1.023
6291,05/06/2019,13:00,01,1019.900,02,35709.072,12.201,47262.556,30.543,30.721,28.004,1.023,03,35515.720,11.712,47595.872,30.734,30.937,28.157,1.023,04,34892.892,11.217,47361.340,30.516,30.785,28.659,1.023
6292,05/06/2019,13:30,01,1019.900,02,35799.064,12.554,46963.384,30.360,30.526,27.934,1.023,03,35390.636,11.271,47969.636,30.957,31.180,28.256,1.024,04,34849.764,10.756,47874.780,30.834,31.119,28.695,1.024
6293,05/06/2019,14:00,01,1020.000,02,35883.652,12.809,46774.640,30.248,30.404,27.868,1.023,03,35385.452,11.121,48149.640,31.070,31.297,28.260,1.024,04,34385.808,10.631,47393.184,30.476,30.806,29.082,1.023
6294,05/06/2019,14:30,01,1020.100,02,35941.860,13.033,46590.844,30.135,30.284,27.823,1.023,03,35295.872,11.048,48118.532,31.040,31.277,28.332,1.024,04,34525.688,10.424,47846.452,30.777,31.100,28.964,1.024
6295,05/06/2019,15:00,01,1020.000,02,35862.744,12.881,46664.644,30.175,30.332,27.884,1.023,03,35458.016,11.248,48089.840,31.041,31.258,28.202,1.024,04,34243.652,10.328,47575.744,30.573,30.924,29.202,1.023
6296,05/06/2019,15:30,01,1020.000,02,35798.160,12.491,47036.384,30.407,30.574,27.934,1.023,03,35435.496,11.244,48064.176,31.022,31.242,28.220,1.024,04,34605.636,10.583,47755.592,30.730,31.041,28.897,1.024
6297,05/06/2019,16:00,01,1019.900,02,35774.884,12.315,47214.120,30.518,30.689,27.953,1.023,03,35323.088,10.836,48423.140,31.235,31.475,28.309,1.024,04,34292.964,10.360,47604.164,30.597,30.943,29.161,1.023
6298,05/06/2019,16:30,01,1019.900,02,35749.660,12.339,47152.464,30.476,30.649,27.972,1.023,03,35295.108,10.615,48666.740,31.385,31.633,28.333,1.024,04,34482.704,10.404,47812.372,30.750,31.078,29.000,1.024
6299,05/06/2019,17:00,01,1019.700,02,35732.652,11.922,47630.436,30.780,30.960,27.986,1.023,03,35322.904,10.648,48662.516,31.385,31.631,28.310,1.024,04,34637.604,10.377,48061.332,30.925,31.240,28.870,1.024
